,EmployeeID,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,PositiveSentiment,Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EmployeeCount,Gender,JobLevel,JobRole,MaritalStatus,MonthlyIncome,NumCompaniesWorked,Over18,PercentSalaryHike,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,JobInvolvement,PerformanceRating
1256,1257,3.0,4.0,3.0,70.33,30,No,Travel_Frequently,Research & Development,1,4,Medical,1,Male,1,Research Scientist,Single,20330,1.0,Y,14,8,1,12.0,3,12,3,7,1,3
1257,1258,2.0,3.0,3.0,72.0,41,Yes,Travel_Rarely,Sales,20,4,Marketing,1,Male,2,Sales Executive,Married,102090,1.0,Y,13,8,1,23.0,2,22,15,8,3,3
1258,1259,2.0,3.0,3.0,72.0,34,No,Non-Travel,Research & Development,7,2,Technical Degree,1,Female,1,Research Scientist,Single,86200,0.0,Y,13,8,1,10.0,2,9,8,7,2,3
1259,1260,2.0,2.0,3.0,46.0,37,No,Travel_Rarely,Research & Development,17,3,Life Sciences,1,Female,3,Sales Executive,Married,20640,4.0,Y,16,8,0,8.0,3,1,0,0,2,3
1261,1262,4.0,4.0,3.0,82.25,35,No,Travel_Rarely,Research & Development,8,4,Medical,1,Female,3,Research Scientist,Married,38380,1.0,Y,16,8,1,1.0,2,1,0,1,3,3
1262,1263,1.0,3.0,3.0,61.5,48,Yes,Travel_Rarely,Research & Development,2,4,Technical Degree,1,Female,1,Sales Executive,Single,45910,9.0,Y,16,8,0,23.0,6,1,0,0,1,3
1263,1264,3.0,3.0,2.0,71.39,28,Yes,Travel_Rarely,Research & Development,10,1,Medical,1,Male,1,Sales Executive,Single,25610,1.0,Y,22,8,1,2.0,3,2,2,2,3,4
1264,1265,2.0,1.0,2.0,20.37,44,No,Travel_Rarely,Research & Development,1,1,Medical,1,Female,3,Research Scientist,Divorced,15630,5.0,Y,12,8,2,9.0,3,4,1,3,3,3
1265,1266,3.0,1.0,3.0,20.25,35,No,Non-Travel,Research & Development,5,4,Technical Degree,1,Female,3,Manufacturing Director,Married,48980,2.0,Y,15,8,2,10.0,2,4,2,3,3,3
1266,1267,3.0,4.0,2.0,7.25,26,No,Travel_Rarely,Research & Development,4,4,Life Sciences,1,Female,3,Sales Executive,Married,47890,7.0,Y,20,8,1,5.0,2,2,0,0,3,4
1267,1268,1.0,4.0,3.0,16.0,33,No,Travel_Frequently,Sales,29,4,Life Sciences,1,Female,1,Human Resources,Single,31800,1.0,Y,14,8,1,15.0,2,15,8,12,3,3
1268,1269,2.0,1.0,2.0,22.0,35,No,Travel_Frequently,Research & Development,15,3,Medical,1,Male,3,Manufacturing Director,Married,65490,1.0,Y,20,8,0,9.0,3,9,1,8,3,4
1269,1270,3.0,1.0,3.0,22.0,35,No,Travel_Rarely,Human Resources,3,2,Life Sciences,1,Female,1,Laboratory Technician,Married,63880,3.0,Y,13,8,0,4.0,6,2,2,2,2,3
1270,1271,4.0,4.0,2.0,82.25,31,No,Travel_Rarely,Sales,10,2,Life Sciences,1,Female,2,Research Scientist,Divorced,112440,3.0,Y,12,8,1,10.0,3,7,1,7,3,3
1271,1272,1.0,3.0,4.0,71.39,37,No,Travel_Rarely,Sales,4,3,Marketing,1,Male,4,Human Resources,Divorced,160320,1.0,Y,13,8,0,7.0,2,7,0,7,3,3
1272,1273,1.0,4.0,3.0,91.25,32,No,Travel_Rarely,Research & Development,21,3,Other,1,Male,2,Sales Executive,Married,23620,1.0,Y,11,8,0,9.0,2,9,7,8,3,3
1273,1274,4.0,4.0,3.0,82.25,38,No,Travel_Frequently,Research & Development,25,3,Medical,1,Male,2,Manufacturing Director,Single,163280,1.0,Y,17,8,3,10.0,2,10,9,9,3,3
1274,1275,2.0,3.0,2.0,70.37,50,No,Travel_Rarely,Sales,2,4,Marketing,1,Female,4,Research Scientist,Divorced,83760,5.0,Y,14,8,3,29.0,2,27,13,8,3,3
1275,1276,1.0,1.0,2.0,22.0,59,No,Travel_Rarely,Research & Development,1,3,Technical Degree,1,Male,1,Laboratory Technician,Single,166060,7.0,Y,11,8,0,28.0,6,21,7,9,3,3
1276,1277,3.0,3.0,3.0,72.5,36,No,Travel_Rarely,Sales,1,2,Marketing,1,Female,2,Sales Executive,Divorced,86060,1.0,Y,14,8,2,17.0,3,17,12,8,3,3
1277,1278,4.0,3.0,3.0,71.25,55,No,Travel_Rarely,Research & Development,7,3,Medical,1,Male,3,Research Scientist,Divorced,22720,2.0,Y,17,8,1,21.0,2,5,0,2,3,3
1278,1279,2.0,2.0,3.0,47.0,36,No,Travel_Frequently,Research & Development,3,3,Life Sciences,1,Female,2,Laboratory Technician,Single,20180,1.0,Y,13,8,0,6.0,5,6,0,3,3,3
1279,1280,2.0,1.0,3.0,21.5,45,No,Travel_Rarely,Research & Development,1,2,Medical,1,Female,1,Sales Executive,Divorced,70830,2.0,Y,12,8,1,25.0,5,1,0,0,3,3
1280,1281,2.0,1.0,2.0,20.5,35,No,Travel_Frequently,Human Resources,9,3,Other,1,Female,2,Sales Representative,Married,40840,4.0,Y,13,8,1,5.0,3,3,1,2,3,3
1281,1282,4.0,3.0,2.0,70.25,36,Yes,Travel_Rarely,Sales,7,2,Life Sciences,1,Male,4,Laboratory Technician,Married,144110,0.0,Y,18,8,3,2.0,2,1,0,0,4,3
1282,1283,1.0,3.0,2.0,72.5,59,No,Travel_Frequently,Research & Development,10,4,Life Sciences,1,Male,3,Research Scientist,Single,23080,7.0,Y,19,8,1,20.0,4,4,1,3,2,3
1283,1284,3.0,2.0,3.0,47.0,29,No,Travel_Rarely,Research & Development,28,4,Life Sciences,1,Female,1,Sales Representative,Married,48410,0.0,Y,11,8,0,6.0,3,5,0,4,3,3
1284,1285,3.0,2.0,3.0,46.0,31,No,Travel_Rarely,Research & Development,3,2,Medical,1,Female,3,Sales Executive,Single,42850,1.0,Y,21,8,1,1.0,2,1,1,0,1,4
1285,1286,2.0,2.0,3.0,47.25,32,No,Travel_Rarely,Sales,3,4,Life Sciences,1,Male,2,Manufacturing Director,Married,97150,1.0,Y,15,8,1,10.0,1,10,0,9,2,3
1286,1287,2.0,4.0,3.0,91.0,36,No,Travel_Rarely,Research & Development,2,3,Life Sciences,1,Male,2,Sales Representative,Married,43200,3.0,Y,17,8,0,5.0,2,1,0,0,3,3
1287,1288,3.0,4.0,3.0,82.0,31,No,Travel_Rarely,Research & Development,27,3,Medical,1,Female,2,Research Director,Single,21320,1.0,Y,18,8,0,11.0,3,11,1,8,3,3
1288,1289,3.0,1.0,3.0,21.5,35,No,Travel_Rarely,Research & Development,2,4,Medical,1,Male,2,Healthcare Representative,Single,101240,0.0,Y,14,8,1,16.0,2,15,2,8,4,3
1289,1290,4.0,1.0,4.0,21.39,45,No,Travel_Rarely,Human Resources,14,3,Human Resources,1,Female,1,Sales Executive,Married,54730,4.0,Y,13,8,0,17.0,3,0,0,0,1,3
1290,1291,1.0,3.0,4.0,70.37,37,No,Travel_Rarely,Research & Development,1,3,Life Sciences,1,Female,3,Sales Executive,Single,52070,4.0,Y,17,8,3,16.0,3,5,0,2,3,3
1291,1292,2.0,2.0,3.0,45.33,46,No,Travel_Rarely,Research & Development,9,3,Medical,1,Male,3,Manager,Divorced,164370,8.0,Y,15,8,1,16.0,0,4,0,2,3,3
1292,1293,4.0,4.0,2.0,82.0,30,No,Travel_Rarely,Sales,18,3,Life Sciences,1,Male,4,Human Resources,Married,22960,1.0,Y,18,8,1,10.0,2,10,3,0,3,3
1293,1294,2.0,3.0,3.0,72.0,35,No,Travel_Rarely,Research & Development,20,4,Life Sciences,1,Female,3,Human Resources,Single,40690,1.0,Y,13,8,0,6.0,5,6,0,4,3,3
1294,1295,1.0,4.0,3.0,70.33,55,No,Travel_Rarely,Research & Development,2,3,Life Sciences,1,Female,2,Laboratory Technician,Married,74410,3.0,Y,12,8,1,24.0,4,1,1,0,3,3
1295,1296,2.0,4.0,3.0,91.5,38,No,Non-Travel,Sales,11,1,Marketing,1,Male,2,Laboratory Technician,Divorced,24300,7.0,Y,13,8,2,17.0,2,13,1,9,4,3
1296,1297,1.0,2.0,3.0,15.26,34,No,Travel_Rarely,Research & Development,8,2,Medical,1,Male,1,Research Scientist,Married,58780,1.0,Y,14,8,0,5.0,1,5,1,3,3,3
1297,1298,4.0,4.0,2.0,91.25,56,No,Travel_Rarely,Human Resources,2,1,Medical,1,Male,2,Sales Executive,Single,26440,4.0,Y,11,8,1,37.0,2,6,0,2,3,3
1298,1299,3.0,1.0,3.0,22.5,23,No,Travel_Rarely,Research & Development,10,3,Medical,1,Male,2,Laboratory Technician,Divorced,64390,3.0,Y,22,8,3,3.0,2,0,0,0,3,4
1299,1300,4.0,4.0,3.0,70.33,51,No,Travel_Rarely,Research & Development,29,4,Life Sciences,1,Female,5,Manufacturing Director,Married,24510,3.0,Y,17,8,0,10.0,2,4,0,3,2,3
1300,1301,3.0,4.0,3.0,70.0,30,No,Travel_Rarely,Sales,8,2,Technical Degree,1,Male,1,Sales Representative,Married,63920,1.0,Y,21,8,1,11.0,2,11,10,8,4,4
1301,1302,3.0,4.0,3.0,91.0,46,Yes,Travel_Rarely,Sales,1,2,Medical,1,Female,2,Research Scientist,Single,97140,1.0,Y,22,8,0,9.0,0,9,4,7,3,4
1302,1303,3.0,2.0,2.0,31.43,40,No,Travel_Frequently,Research & Development,6,3,Medical,1,Male,1,Healthcare Representative,Married,60770,1.0,Y,16,8,2,22.0,2,22,11,11,2,3
1303,1304,3.0,4.0,1.0,91.0,51,No,Travel_Rarely,Research & Development,8,4,Life Sciences,1,Female,5,Sales Representative,Single,24500,0.0,Y,12,8,1,11.0,2,10,1,0,3,3
1304,1305,3.0,2.0,2.0,46.5,30,No,Travel_Rarely,Research & Development,9,3,Life Sciences,1,Male,1,Manufacturing Director,Divorced,92500,1.0,Y,12,8,3,11.0,0,11,2,7,3,3
1305,1306,3.0,1.0,2.0,22.5,46,No,Travel_Frequently,Research & Development,12,1,Medical,1,Male,1,Laboratory Technician,Married,20740,2.0,Y,15,8,1,21.0,3,10,9,5,3,3
1306,1307,2.0,3.0,3.0,70.25,32,No,Travel_Rarely,Sales,15,3,Marketing,1,Male,1,Research Scientist,Single,101690,1.0,Y,14,8,0,12.0,6,11,5,7,2,3
1307,1308,1.0,3.0,1.0,70.0,54,No,Travel_Rarely,Research & Development,25,1,Medical,1,Female,1,Laboratory Technician,Married,48550,9.0,Y,25,8,1,16.0,2,4,0,3,2,4
1308,1309,1.0,3.0,2.0,71.39,24,No,Travel_Rarely,Sales,6,2,Marketing,1,Male,2,Research Scientist,Married,40870,0.0,Y,20,8,3,4.0,1,3,0,2,3,4
1309,1310,2.0,3.0,4.0,72.5,28,No,Non-Travel,Sales,9,4,Medical,1,Male,2,Laboratory Technician,Married,23670,1.0,Y,13,8,0,5.0,2,5,0,4,2,3
1310,1311,4.0,3.0,2.0,72.25,58,No,Travel_Rarely,Research & Development,8,4,Life Sciences,1,Male,2,Sales Executive,Single,29720,0.0,Y,14,8,0,38.0,2,37,1,8,4,3
1311,1312,2.0,2.0,4.0,47.0,44,No,Non-Travel,Research & Development,23,2,Medical,1,Female,1,Research Scientist,Married,195860,4.0,Y,16,8,0,17.0,3,3,1,2,2,3
1313,1314,4.0,1.0,3.0,20.37,32,No,Travel_Rarely,Human Resources,12,2,Human Resources,1,Female,1,Sales Representative,Single,20610,1.0,Y,15,8,1,1.0,2,1,0,0,2,3
1314,1315,4.0,4.0,3.0,82.5,20,Yes,Travel_Frequently,Sales,4,4,Life Sciences,1,Female,2,Healthcare Representative,Single,99240,1.0,Y,22,8,0,1.0,3,1,1,0,3,4
1315,1316,1.0,3.0,3.0,71.39,34,No,Travel_Rarely,Research & Development,1,4,Other,1,Male,4,Laboratory Technician,Single,41980,1.0,Y,22,8,1,16.0,2,16,2,10,2,4
1316,1317,3.0,4.0,4.0,91.5,37,No,Non-Travel,Sales,24,2,Life Sciences,1,Male,1,Research Scientist,Divorced,68150,5.0,Y,20,8,1,17.0,3,1,0,0,3,4
1317,1318,3.0,4.0,3.0,70.25,59,No,Non-Travel,Research & Development,12,2,Life Sciences,1,Male,2,Sales Executive,Married,47230,9.0,Y,14,8,0,30.0,0,3,2,2,3,3
1318,1319,1.0,2.0,2.0,45.33,50,No,Travel_Frequently,Research & Development,3,4,Medical,1,Male,4,Research Scientist,Married,61420,3.0,Y,13,8,2,28.0,3,8,0,7,2,3
1319,1320,3.0,3.0,3.0,72.5,25,Yes,Travel_Rarely,Sales,10,1,Marketing,1,Male,2,Research Director,Single,82370,1.0,Y,13,8,0,6.0,6,6,0,3,2,3
1320,1321,4.0,4.0,3.0,82.25,25,No,Travel_Rarely,Research & Development,26,3,Technical Degree,1,Male,1,Laboratory Technician,Married,88530,1.0,Y,22,8,1,2.0,3,2,2,1,3,4
1321,1322,2.0,4.0,3.0,82.0,22,No,Travel_Rarely,Research & Development,2,1,Life Sciences,1,Male,1,Sales Representative,Single,193310,1.0,Y,12,8,1,1.0,2,0,0,0,3,3
1322,1323,1.0,1.0,2.0,20.25,51,No,Travel_Frequently,Research & Development,1,3,Life Sciences,1,Female,1,Sales Executive,Single,20730,3.0,Y,14,8,1,23.0,4,13,12,8,3,3
1324,1325,4.0,4.0,3.0,70.26,54,No,Non-Travel,Research & Development,9,3,Life Sciences,1,Male,1,Laboratory Technician,Single,196130,2.0,Y,17,8,0,23.0,5,5,4,4,3,3
1325,1326,2.0,3.0,3.0,71.0,24,No,Travel_Rarely,Research & Development,2,1,Life Sciences,1,Male,2,Laboratory Technician,Married,34070,0.0,Y,13,8,1,6.0,4,5,1,2,3,3
1326,1327,3.0,2.0,3.0,45.25,34,No,Travel_Rarely,Sales,4,3,Marketing,1,Female,2,Sales Representative,Divorced,50630,6.0,Y,12,8,1,12.0,2,1,0,0,3,3
1327,1328,3.0,4.0,3.0,93.56,37,No,Travel_Rarely,Sales,6,1,Technical Degree,1,Male,1,Laboratory Technician,Single,46390,2.0,Y,12,8,2,12.0,3,5,1,3,3,3
1328,1329,3.0,1.0,3.0,21.25,34,No,Travel_Rarely,Sales,9,2,Medical,1,Male,2,Healthcare Representative,Single,48760,2.0,Y,21,8,1,14.0,3,11,5,8,3,4
1329,1330,2.0,4.0,3.0,82.5,36,No,Travel_Frequently,Human Resources,7,3,Medical,1,Male,1,Research Scientist,Married,26900,0.0,Y,11,8,0,10.0,1,9,2,8,3,3
1330,1331,1.0,4.0,3.0,91.0,36,No,Travel_Rarely,Research & Development,1,3,Medical,1,Female,2,Manufacturing Director,Divorced,175670,5.0,Y,13,8,0,7.0,6,1,0,0,3,3
1331,1332,3.0,4.0,4.0,70.33,43,No,Travel_Frequently,Research & Development,3,4,Life Sciences,1,Male,1,Sales Executive,Married,24080,1.0,Y,12,8,1,25.0,3,25,4,12,3,3
1332,1333,1.0,3.0,2.0,70.5,30,No,Travel_Frequently,Research & Development,10,3,Life Sciences,1,Female,3,Healthcare Representative,Divorced,28140,1.0,Y,24,8,0,10.0,2,10,0,9,3,4
1333,1334,3.0,2.0,4.0,46.0,33,No,Non-Travel,Sales,7,3,Life Sciences,1,Male,2,Sales Executive,Married,112450,0.0,Y,21,8,0,8.0,3,7,0,7,3,4
1334,1335,2.0,2.0,3.0,47.25,56,Yes,Travel_Rarely,Research & Development,15,3,Life Sciences,1,Male,2,Laboratory Technician,Married,33120,9.0,Y,19,8,0,7.0,1,5,4,3,1,3
1335,1336,1.0,3.0,3.0,71.0,51,No,Travel_Rarely,Research & Development,3,2,Other,1,Female,2,Sales Representative,Single,190490,7.0,Y,14,8,1,23.0,2,20,15,15,3,3
1336,1337,2.0,3.0,2.0,72.25,31,Yes,Travel_Rarely,Research & Development,2,4,Technical Degree,1,Female,3,Sales Executive,Married,21410,4.0,Y,20,8,0,12.0,2,7,7,7,3,4
1337,1338,3.0,2.0,2.0,47.0,26,No,Travel_Rarely,Sales,17,3,Medical,1,Female,2,Manager,Married,57690,1.0,Y,19,8,0,5.0,4,5,4,3,2,3
1338,1339,4.0,4.0,2.0,82.5,58,Yes,Travel_Rarely,Sales,2,2,Medical,1,Female,1,Research Scientist,Married,43850,1.0,Y,13,8,1,40.0,2,40,15,6,2,3
1339,1340,4.0,3.0,2.0,71.0,19,Yes,Travel_Rarely,Research & Development,5,2,Life Sciences,1,Male,1,Manager,Single,53320,1.0,Y,23,8,1,0.0,2,0,0,0,3,4
1340,1341,3.0,4.0,3.0,82.5,22,No,Travel_Rarely,Sales,29,4,Technical Degree,1,Male,1,Sales Executive,Married,46630,0.0,Y,13,8,1,3.0,1,2,2,1,3,3
1341,1342,3.0,1.0,2.0,20.37,49,No,Travel_Rarely,Research & Development,2,3,Life Sciences,1,Female,1,Sales Executive,Married,47240,1.0,Y,11,8,1,16.0,3,15,5,11,2,3
1342,1343,2.0,3.0,3.0,70.37,43,No,Travel_Frequently,Sales,2,2,Life Sciences,1,Male,1,Sales Executive,Single,32110,4.0,Y,13,8,0,18.0,2,3,1,2,4,3
1343,1344,3.0,4.0,3.0,91.5,50,No,Travel_Frequently,Research & Development,19,4,Life Sciences,1,Male,2,Sales Executive,Single,53770,4.0,Y,14,8,1,16.0,3,2,2,1,4,3
1344,1345,2.0,3.0,3.0,71.39,31,Yes,Travel_Rarely,Research & Development,15,1,Medical,1,Female,2,Sales Executive,Married,40660,3.0,Y,22,8,0,4.0,2,2,2,2,2,4
1345,1346,3.0,3.0,3.0,71.5,41,No,Travel_Rarely,Research & Development,17,2,Other,1,Male,1,Manufacturing Director,Divorced,52080,3.0,Y,11,8,3,12.0,2,9,0,7,1,3
1346,1347,3.0,3.0,3.0,71.39,26,No,Travel_Rarely,Research & Development,17,4,Life Sciences,1,Male,2,Sales Executive,Married,48770,1.0,Y,13,8,1,8.0,5,8,5,7,4,3
1347,1348,2.0,2.0,3.0,46.0,36,No,Travel_Rarely,Human Resources,25,1,Human Resources,1,Male,2,Research Scientist,Divorced,31170,6.0,Y,21,8,1,7.0,2,3,0,1,4,4
1348,1349,1.0,4.0,3.0,70.33,51,Yes,Travel_Frequently,Research & Development,6,3,Life Sciences,1,Female,1,Manager,Single,15690,2.0,Y,11,8,0,18.0,2,4,0,3,4,3
1349,1350,4.0,3.0,4.0,72.25,39,No,Travel_Rarely,Research & Development,7,3,Life Sciences,1,Female,1,Research Scientist,Married,196580,4.0,Y,13,8,1,17.0,3,15,5,9,4,3
1350,1351,1.0,3.0,3.0,70.37,25,No,Travel_Rarely,Sales,29,1,Medical,1,Female,3,Research Scientist,Married,30690,2.0,Y,14,8,1,6.0,3,2,2,2,2,3
1351,1352,3.0,4.0,1.0,70.25,30,No,Travel_Rarely,Research & Development,21,1,Medical,1,Male,2,Laboratory Technician,Married,104350,0.0,Y,11,8,0,12.0,5,11,4,7,3,3
1352,1353,1.0,1.0,4.0,21.5,32,Yes,Travel_Rarely,Research & Development,2,4,Life Sciences,1,Female,2,Research Director,Single,41480,7.0,Y,15,8,0,10.0,0,5,0,4,2,3
1353,1354,3.0,4.0,2.0,91.0,45,No,Travel_Rarely,Research & Development,2,1,Technical Degree,1,Female,2,Healthcare Representative,Single,57680,5.0,Y,23,8,1,9.0,4,6,0,3,3,4
1354,1355,4.0,3.0,3.0,71.5,38,No,Travel_Rarely,Research & Development,7,4,Life Sciences,1,Female,2,Research Director,Single,50420,3.0,Y,16,8,1,19.0,4,3,2,2,3,3
1355,1356,1.0,3.0,2.0,72.5,30,No,Travel_Rarely,Sales,13,3,Marketing,1,Female,2,Laboratory Technician,Single,57700,1.0,Y,16,8,1,5.0,2,5,0,4,4,3
1356,1357,4.0,4.0,4.0,82.0,32,No,Travel_Frequently,Sales,2,3,Marketing,1,Male,3,Laboratory Technician,Divorced,77560,0.0,Y,21,8,0,9.0,3,8,0,7,3,4
1357,1358,4.0,1.0,3.0,20.37,30,No,Travel_Rarely,Research & Development,1,3,Medical,1,Female,3,Sales Executive,Divorced,103060,5.0,Y,13,8,0,8.0,5,3,2,2,3,3
1358,1359,2.0,4.0,3.0,70.26,30,No,Travel_Rarely,Sales,9,3,Medical,1,Male,2,Research Scientist,Single,39360,0.0,Y,11,8,1,6.0,3,5,1,2,3,3
1359,1360,4.0,1.0,2.0,20.5,41,No,Travel_Frequently,Sales,10,2,Medical,1,Female,3,Manufacturing Director,Divorced,79450,4.0,Y,12,8,1,21.0,6,7,7,7,2,3
1360,1361,3.0,1.0,3.0,22.5,41,No,Travel_Rarely,Research & Development,10,4,Medical,1,Male,4,Research Scientist,Married,57430,2.0,Y,12,8,3,7.0,2,5,1,4,4,3
1361,1362,2.0,2.0,3.0,46.25,19,No,Travel_Rarely,Research & Development,1,3,Other,1,Female,5,Manufacturing Director,Single,152020,1.0,Y,18,8,3,1.0,2,1,0,0,2,3
1362,1363,2.0,2.0,3.0,46.25,40,No,Travel_Frequently,Research & Development,26,4,Medical,1,Male,2,Manufacturing Director,Divorced,54400,1.0,Y,12,8,1,20.0,2,20,2,13,3,3
1363,1364,3.0,2.0,3.0,46.25,35,No,Travel_Rarely,Sales,8,1,Marketing,1,Female,3,Laboratory Technician,Married,37600,1.0,Y,14,8,3,10.0,2,10,0,6,3,3
1364,1365,2.0,3.0,1.0,70.25,53,No,Travel_Rarely,Sales,14,2,Life Sciences,1,Female,5,Manufacturing Director,Married,35170,2.0,Y,12,8,1,13.0,1,7,4,5,2,3
1365,1366,2.0,2.0,1.0,45.26,45,No,Travel_Rarely,Sales,1,4,Technical Degree,1,Male,1,Research Scientist,Divorced,25800,8.0,Y,17,8,3,20.0,3,17,0,15,3,3
1366,1367,2.0,4.0,3.0,82.0,32,No,Travel_Frequently,Sales,2,2,Life Sciences,1,Female,1,Manufacturing Director,Single,21660,1.0,Y,19,8,1,9.0,4,9,3,7,1,3
1367,1368,4.0,3.0,3.0,72.0,29,No,Non-Travel,Research & Development,10,4,Technical Degree,1,Male,3,Healthcare Representative,Married,58690,1.0,Y,11,8,1,10.0,6,10,0,9,4,3
1368,1369,2.0,3.0,3.0,71.25,51,No,Travel_Rarely,Research & Development,1,3,Other,1,Female,3,Research Director,Married,80080,2.0,Y,15,8,1,10.0,4,1,0,0,3,3
1369,1370,2.0,2.0,2.0,47.5,58,No,Travel_Rarely,Sales,3,3,Marketing,1,Female,1,Research Scientist,Married,52060,4.0,Y,11,8,3,9.0,4,1,0,0,1,3
1370,1371,3.0,4.0,2.0,82.5,40,No,Travel_Rarely,Research & Development,11,2,Technical Degree,1,Male,4,Laboratory Technician,Married,52950,7.0,Y,18,8,0,15.0,4,12,2,11,3,3
1371,1372,3.0,3.0,3.0,72.5,34,No,Travel_Frequently,Sales,24,4,Marketing,1,Male,2,Manufacturing Director,Married,164130,6.0,Y,16,8,0,6.0,1,4,1,2,3,3
1372,1373,3.0,4.0,3.0,70.0,22,No,Travel_Rarely,Research & Development,3,3,Medical,1,Male,1,Laboratory Technician,Married,132690,1.0,Y,25,8,1,2.0,2,2,2,2,3,4
1373,1374,4.0,2.0,1.0,45.0,27,No,Non-Travel,Research & Development,3,3,Medical,1,Male,1,Healthcare Representative,Divorced,27830,6.0,Y,16,8,1,6.0,2,2,2,2,4,3
1374,1375,3.0,4.0,1.0,82.0,28,No,Travel_Rarely,Sales,4,4,Life Sciences,1,Male,2,Healthcare Representative,Married,54330,1.0,Y,13,8,1,5.0,4,5,0,2,2,3
1375,1376,3.0,4.0,1.0,82.25,57,No,Travel_Rarely,Research & Development,3,3,Life Sciences,1,Male,2,Manufacturing Director,Divorced,20130,3.0,Y,14,8,1,12.0,5,5,1,4,3,3
1376,1377,3.0,3.0,2.0,71.39,27,No,Non-Travel,Research & Development,2,3,Life Sciences,1,Male,1,Manufacturing Director,Divorced,139660,1.0,Y,19,8,0,1.0,1,1,0,1,3,3
1377,1378,3.0,2.0,3.0,46.5,50,No,Travel_Rarely,Research & Development,4,3,Life Sciences,1,Female,2,Manufacturing Director,Single,43740,3.0,Y,15,8,1,21.0,5,5,4,4,4,3
1378,1379,1.0,3.0,3.0,72.5,41,No,Travel_Rarely,Sales,7,4,Marketing,1,Male,4,Laboratory Technician,Divorced,68420,4.0,Y,12,8,1,13.0,3,9,1,8,3,3
1379,1380,2.0,4.0,3.0,93.56,30,No,Travel_Rarely,Human Resources,1,4,Human Resources,1,Female,1,Manager,Married,174260,2.0,Y,12,8,1,12.0,0,10,7,4,2,3
1380,1381,1.0,4.0,4.0,82.0,38,No,Travel_Rarely,Sales,1,1,Medical,1,Male,2,Laboratory Technician,Single,176030,4.0,Y,16,8,0,12.0,0,8,0,7,2,3
1381,1382,3.0,3.0,3.0,71.39,32,No,Travel_Rarely,Research & Development,20,3,Medical,1,Female,1,Manufacturing Director,Single,45810,3.0,Y,14,8,1,8.0,3,5,1,4,3,3
1382,1383,3.0,2.0,2.0,46.5,27,No,Travel_Rarely,Research & Development,5,4,Medical,1,Male,2,Healthcare Representative,Married,47350,0.0,Y,13,8,0,6.0,2,5,1,1,3,3
1383,1384,3.0,1.0,4.0,22.25,19,Yes,Travel_Frequently,Research & Development,10,2,Life Sciences,1,Male,2,Healthcare Representative,Single,41870,0.0,Y,22,8,1,1.0,4,0,0,0,3,4
1384,1385,4.0,2.0,2.0,47.25,36,No,Travel_Frequently,Sales,25,3,Marketing,1,Female,2,Research Director,Single,55050,4.0,Y,21,8,2,13.0,3,8,7,2,3,4
1385,1386,3.0,1.0,3.0,20.25,30,No,Non-Travel,Sales,1,3,Medical,1,Female,1,Sales Executive,Divorced,54700,1.0,Y,18,8,1,12.0,2,12,6,10,3,3
1386,1387,3.0,1.0,4.0,22.5,45,No,Travel_Rarely,Research & Development,24,2,Medical,1,Male,2,Sales Executive,Divorced,54760,4.0,Y,13,8,1,9.0,3,5,0,3,3,3
1387,1388,3.0,1.0,3.0,20.25,56,No,Travel_Rarely,Research & Development,4,3,Life Sciences,1,Male,4,Manager,Divorced,25870,4.0,Y,12,8,0,19.0,2,2,2,2,2,3
1388,1389,3.0,4.0,4.0,45.25,33,No,Travel_Rarely,Research & Development,2,2,Medical,1,Male,1,Sales Executive,Single,24400,0.0,Y,18,8,3,4.0,4,3,0,2,3,3
1389,1390,2.0,4.0,2.0,91.25,19,Yes,Travel_Rarely,Research & Development,8,2,Life Sciences,1,Male,2,Sales Executive,Single,159720,1.0,Y,21,8,0,1.0,2,1,1,0,3,4
1390,1391,2.0,1.0,3.0,21.5,46,No,Travel_Rarely,Research & Development,10,3,Technical Degree,1,Female,2,Laboratory Technician,Divorced,153790,1.0,Y,12,8,0,24.0,1,24,15,7,1,3
1391,1392,3.0,4.0,3.0,82.5,38,No,Travel_Rarely,Sales,4,4,Life Sciences,1,Male,1,Manufacturing Director,Single,70820,1.0,Y,14,8,0,2.0,3,2,2,1,4,3
1392,1393,3.0,4.0,3.0,70.0,31,No,Travel_Rarely,Sales,2,5,Life Sciences,1,Male,2,Sales Representative,Married,27280,8.0,Y,11,8,0,7.0,3,4,0,2,4,3
1393,1394,4.0,2.0,3.0,45.0,34,No,Travel_Rarely,Sales,9,3,Marketing,1,Female,2,Manager,Single,53680,2.0,Y,14,8,1,9.0,2,3,1,2,3,3
1394,1395,2.0,2.0,2.0,47.25,41,Yes,Travel_Rarely,Research & Development,18,4,Life Sciences,1,Male,5,Laboratory Technician,Single,53470,1.0,Y,24,8,1,4.0,1,4,0,2,3,4
1395,1396,3.0,3.0,2.0,70.37,50,No,Travel_Rarely,Sales,19,4,Marketing,1,Male,3,Sales Executive,Married,31950,2.0,Y,11,8,0,5.0,4,3,0,2,2,3
